mode,load,0_mobilenet_v3_small-2,1_resnet101-2,2_squeezenet1_0-8
mps-uncap,0.8,4.752101898193359,10.64997673034668,3.1496381759643572
mps-uncap,0.9,4.682350158691404,10.237426757812498,3.009796142578125
mps-uncap,1.0,4.522151947021486,9.930610656738281,3.0211448669433625
mps-uncap,0.5,4.804716110229492,10.988664627075195,4.4010090827941895
mps-uncap,0.6,4.884893894195557,10.335559844970703,4.569873809814457
mps-uncap,0.7,5.072250366210935,11.189706325531006,4.110789299011225
mps-uncap,0.1,9.783029556274414,21.373317241668698,4.560518264770508
mps-uncap,0.2,8.643853664398195,18.974828720092777,4.243645668029785
mps-uncap,0.3,6.934537887573242,14.822034835815419,4.112007617950438
mps-uncap,0.4,5.1809573173522985,12.059383392333984,4.510908126831054
