mode,load,0_mobilenet_v3_small-2,1_resnet101-2,2_squeezenet1_0-8
mps-uncap,0.8,7671.597719192505,218.53208541870117,3.1118392944335938
mps-uncap,0.9,11080.650091171265,3071.570873260498,9.25135612487793
mps-uncap,1.0,11859.4810962677,6736.387133598328,1135.3962421417236
mps-uncap,0.5,7.068395614624023,5.639791488647461,0.4655122756958008
mps-uncap,0.6,419.2241430282593,8.762955665588379,1.2941360473632812
mps-uncap,0.7,4241.170287132263,14.88947868347168,1.7571449279785156
mps-uncap,0.1,0.028848648071289062,0.02956390380859375,0.027418136596679688
mps-uncap,0.2,0.027894973754882812,0.026702880859375,0.026941299438476562
mps-uncap,0.3,0.5522966384887695,0.023126602172851562,0.02002716064453125
mps-uncap,0.4,2.7930736541748047,0.07593631744384766,0.017404556274414062
