mode,load,0_densenet161-8,1_densenet161-8,2_densenet201-2
mps-uncap,0.8,18.13507080078125,18.184757232666016,18.346428871154785
mps-uncap,0.9,18.506574630737305,17.711901664733887,20.14479637145996
mps-uncap,1.0,18.540143966674805,18.519043922424316,18.605947494506836
mps-uncap,0.5,17.63303279876709,17.3187255859375,19.807910919189457
mps-uncap,0.6,17.762327194213867,17.66200065612793,18.038964271545414
mps-uncap,0.7,17.99015998840332,17.96584129333496,18.018674850463867
mps-uncap,0.1,26.055002212524414,24.741077423095703,30.058765411376953
mps-uncap,0.2,24.516749382019047,24.774789810180664,22.496485710144043
mps-uncap,0.3,18.62726211547852,18.168425559997562,21.5925931930542
mps-uncap,0.4,17.993974685668945,17.747974395751957,21.07834815979004
