mode,load,0_densenet161-8,1_densenet161-8,2_densenet201-2
mps-uncap,0.8,23.42367172241211,25.368928909301758,22.979736328125
mps-uncap,0.9,35.323381423950195,36.79013252258301,34.57832336425781
mps-uncap,1.0,158.8270664215088,1066.2070512771606,58.800697326660156
mps-uncap,0.5,16.536355018615723,16.56174659729004,16.848206520080566
mps-uncap,0.6,17.142295837402344,17.19069480895996,16.884446144104004
mps-uncap,0.7,18.273591995239258,18.320560455322266,18.464088439941406
mps-uncap,0.1,23.531317710876465,23.130297660827637,23.125886917114258
mps-uncap,0.2,17.8605318069458,18.317699432373047,21.652936935424805
mps-uncap,0.3,17.561912536621094,17.192959785461426,20.43306827545166
mps-uncap,0.4,17.14766025543213,16.982316970825195,17.13550090789795
