mode,load,0_densenet161-8,1_densenet161-8,2_densenet201-2
mps-uncap,0.8,16.645193099975586,16.606807708740234,15.493154525756836
mps-uncap,0.9,17.618417739868164,16.769886016845703,18.359780311584473
mps-uncap,1.0,18.15199851989746,18.11373233795166,17.93384552001953
mps-uncap,0.5,13.826489448547363,13.974666595458984,14.112114906311035
mps-uncap,0.6,14.144659042358398,13.733148574829102,13.932585716247559
mps-uncap,0.7,15.624284744262695,15.196084976196289,14.319181442260742
mps-uncap,0.1,23.336291313171387,22.885680198669434,21.69656753540039
mps-uncap,0.2,17.293334007263184,17.602205276489258,20.92897891998291
mps-uncap,0.3,16.669511795043945,16.376137733459473,16.35289192199707
mps-uncap,0.4,15.748262405395508,15.468597412109375,14.482617378234863
