mode,load,0_densenet161-8,1_densenet161-8,2_densenet201-2
mps-uncap,0.8,172.93262481689453,141.1585807800293,157.50789642333984
mps-uncap,0.9,298.71582984924316,235.75711250305176,176.83172225952148
mps-uncap,1.0,619.2009449005127,1726.6380786895752,383.500337600708
mps-uncap,0.5,52.324533462524414,55.82547187805176,52.857398986816406
mps-uncap,0.6,83.07933807373047,72.1437931060791,51.666259765625
mps-uncap,0.7,121.2315559387207,72.51691818237305,95.00765800476074
mps-uncap,0.1,21.975040435791016,22.725820541381836,46.904563903808594
mps-uncap,0.2,38.72561454772949,40.77458381652832,30.375957489013672
mps-uncap,0.3,47.3635196685791,38.11001777648926,45.64857482910156
mps-uncap,0.4,80.8413028717041,45.644283294677734,46.245574951171875
