mode,load,0_densenet161-8,1_densenet161-8,2_densenet201-2
mps-uncap,0.8,18.576788902282715,18.542051315307617,19.6912932395935
mps-uncap,0.9,18.99000644683838,18.06199550628662,21.61017894744873
mps-uncap,1.0,18.901252746582028,18.937063217163086,19.70393180847168
mps-uncap,0.5,18.746786117553693,18.840134143829346,21.86306715011596
mps-uncap,0.6,18.366289138793945,18.38757514953613,21.1364483833313
mps-uncap,0.7,18.440494537353516,18.375024795532227,20.085420608520508
mps-uncap,0.1,26.812078952789307,26.704108715057373,32.604408264160156
mps-uncap,0.2,26.392459869384766,26.879167556762695,30.68976402282715
mps-uncap,0.3,26.080961227416992,24.927179813385,23.908486366271966
mps-uncap,0.4,23.00305128097536,23.029718399047848,22.167253494262702
