mode,load,0_densenet161-8,1_densenet161-8,2_densenet201-2
mps-uncap,0.8,48.59352111816406,45.67952156066896,37.495064735412605
mps-uncap,0.9,75.34837722778329,88.39313983917235,78.19948196411133
mps-uncap,1.0,317.1582221984863,1549.4248867034912,142.9016590118409
mps-uncap,0.5,15.500569343566905,15.024065971374512,14.966273307800295
mps-uncap,0.6,20.4746723175049,19.933223724365234,17.951989173889164
mps-uncap,0.7,31.104135513305682,26.41034126281738,24.944210052490234
mps-uncap,0.1,0.08985996246337924,3.439593315124525,2.4796962738037136
mps-uncap,0.2,11.76769733428956,7.80940055847168,12.464547157287605
mps-uncap,0.3,11.982059478759789,11.73102855682373,13.141202926635737
mps-uncap,0.4,12.436032295227054,14.466476440429688,14.512062072753906
