mode,load,0_densenet161-8,1_densenet161-8,2_densenet201-2
mps-uncap,0.8,114.14821147918697,113.65832805633553,92.9483604431151
mps-uncap,0.9,218.23593616485593,185.87109804153448,154.50520277023313
mps-uncap,1.0,543.8346385955808,1681.1201691627502,315.43550491333013
mps-uncap,0.5,50.334727764129624,45.05664110183716,49.50945377349832
mps-uncap,0.6,62.83765792846689,55.514059066772404,51.10414028167743
mps-uncap,0.7,93.08420181274406,65.57649612426759,76.90075874328615
mps-uncap,0.1,37.07579612731932,38.65493535995483,51.80266380310061
mps-uncap,0.2,42.85680532455444,43.672275543212876,40.353863239288316
mps-uncap,0.3,43.55337142944336,38.980534076690674,42.2476291656494
mps-uncap,0.4,43.03776502609258,46.19950294494623,43.83409023284914
