mode,load,0_densenet161-8,1_densenet161-8,2_densenet201-2
mps-uncap,0.8,343.28569730228355,355.2000913454492,80.35159774363599
mps-uncap,0.9,380.6809916358479,398.87021239740807,86.71026058278153
mps-uncap,1.0,421.39598385760803,451.5821068916261,99.03597456204638
mps-uncap,0.5,217.605877634919,212.9339504410877,49.67505939041264
mps-uncap,0.6,254.54367519051783,263.3473906737088,58.98644632453561
mps-uncap,0.7,297.00710421199256,316.46759793008385,72.59783790749731
mps-uncap,0.1,42.54296708168607,45.99405576181049,9.450642051194585
mps-uncap,0.2,84.38237999384357,87.32784337783016,19.78815704251053
mps-uncap,0.3,131.86004660808055,135.14010992779845,30.68125818773213
mps-uncap,0.4,163.73329162198257,182.05625738347408,41.75485360085438
