mode,load,0_densenet201-8,1_mobilenet_v2-2,2_squeezenet1_1-8
mps-uncap,0.8,455.122709274292,13303.017139434814,50.04143714904785
mps-uncap,0.9,4003.2923221588135,18737.37072944641,375.5171298980713
mps-uncap,1.0,9896.539449691772,22737.815618515015,3287.6124382019043
mps-uncap,0.5,109.66014862060547,56.659698486328125,29.133319854736328
mps-uncap,0.6,160.36009788513184,239.39228057861328,27.53591537475586
mps-uncap,0.7,282.6547622680664,6681.037902832031,62.39628791809082
mps-uncap,0.1,45.00317573547363,26.40223503112793,10.54525375366211
mps-uncap,0.2,51.94425582885742,25.42281150817871,12.186527252197266
mps-uncap,0.3,74.84316825866699,24.53017234802246,15.522956848144531
mps-uncap,0.4,84.71870422363281,40.01164436340332,21.561622619628906
