mode,load,0_densenet201-8,1_mobilenet_v2-2,2_squeezenet1_1-8
mps-uncap,0.8,277.9100418090822,12182.685327529907,25.720238685607917
mps-uncap,0.9,3769.022870063782,16903.128600120544,205.38039207458496
mps-uncap,1.0,8824.016094207764,20565.802264213562,3060.1749420166016
mps-uncap,0.5,64.84460830688477,23.48613739013672,7.166218757629395
mps-uncap,0.6,81.37593269348143,107.37035274505615,8.226394653320312
mps-uncap,0.7,142.80796051025388,5907.03616142273,14.124894142150882
mps-uncap,0.1,37.20748424530029,15.896129608154297,6.005883216857911
mps-uncap,0.2,37.629008293151855,12.541580200195316,5.702710151672363
mps-uncap,0.3,41.82178974151613,10.88857650756836,5.416774749755858
mps-uncap,0.4,50.53586959838868,16.14248752593994,5.403280258178709
