mode,load,0_densenet201-8,1_mobilenet_v2-2,2_squeezenet1_1-8
mps-uncap,0.8,20.441293716430664,4.097461700439453,1.73187255859375
mps-uncap,0.9,21.12603187561035,4.101991653442383,1.756906509399414
mps-uncap,1.0,21.271467208862305,4.105091094970703,1.8010139465332031
mps-uncap,0.5,19.966840744018555,3.99017333984375,1.7349720001220703
mps-uncap,0.6,20.436763763427734,4.033565521240234,1.735687255859375
mps-uncap,0.7,20.557880401611328,4.1294097900390625,1.7430782318115234
mps-uncap,0.1,20.656824111938477,4.035472869873047,1.97601318359375
mps-uncap,0.2,20.281314849853516,4.042863845825195,1.7473697662353516
mps-uncap,0.3,20.435333251953125,3.9856433868408203,1.7290115356445312
mps-uncap,0.4,20.29109001159668,4.074335098266602,1.7192363739013672
