mode,load,0_densenet201-8,1_mobilenet_v2-2,2_squeezenet1_1-8
mps-uncap,0.8,0.01239776611328125,0.012159347534179688,0.008821487426757812
mps-uncap,0.9,0.016689300537109375,0.011682510375976562,0.009059906005859375
mps-uncap,1.0,0.013589859008789062,0.012159347534179688,0.011444091796875
mps-uncap,0.5,0.012636184692382812,0.0095367431640625,0.009059906005859375
mps-uncap,0.6,0.010251998901367188,0.011444091796875,0.008821487426757812
mps-uncap,0.7,0.011920928955078125,0.012159347534179688,0.009298324584960938
mps-uncap,0.1,0.01239776611328125,0.009298324584960938,0.012636184692382812
mps-uncap,0.2,0.01239776611328125,0.009298324584960938,0.011205673217773438
mps-uncap,0.3,0.011920928955078125,0.009059906005859375,0.0095367431640625
mps-uncap,0.4,0.012159347534179688,0.0095367431640625,0.00858306884765625
