mode,load,0_densenet201-8,1_mobilenet_v2-2,2_squeezenet1_1-8
mps-uncap,0.8,36.426544189453125,13.809919357299805,18.12744140625
mps-uncap,0.9,28.502225875854492,12.65096664428711,10.399580001831055
mps-uncap,1.0,24.300813674926758,13.707876205444336,5.51605224609375
mps-uncap,0.5,29.304027557373047,17.82679557800293,8.045434951782227
mps-uncap,0.6,34.18445587158203,14.526844024658203,15.981912612915039
mps-uncap,0.7,26.971101760864258,9.127378463745117,10.64610481262207
mps-uncap,0.1,38.73872756958008,12.194156646728516,13.595819473266602
mps-uncap,0.2,36.09275817871094,10.45083999633789,5.940437316894531
mps-uncap,0.3,37.29534149169922,9.16743278503418,15.554666519165039
mps-uncap,0.4,31.36277198791504,15.079736709594727,16.893386840820312
