mode,load,0_densenet201-8,1_mobilenet_v2-2,2_squeezenet1_1-8
mps-uncap,0.8,378.32063674926763,13162.90075302124,38.350849151611314
mps-uncap,0.9,3927.0086979866032,18518.456530570984,337.6833295822143
mps-uncap,1.0,9816.738545894623,22518.3438873291,3202.653408050537
mps-uncap,0.5,79.03718948364258,35.148024559020996,12.104783058166497
mps-uncap,0.6,124.1829872131348,184.90657091140758,13.512682914733913
mps-uncap,0.7,221.39119148254392,6599.118514060974,26.48992300033572
mps-uncap,0.1,28.558349609375,17.113485336303615,5.309798717498774
mps-uncap,0.2,36.139593124389634,15.594630241394036,6.31257534027097
mps-uncap,0.3,51.79368972778314,13.938474655151348,6.292076110839817
mps-uncap,0.4,60.75207710266113,23.596968650817853,7.142486572265616
