mode,load,0_densenet201-8,1_mobilenet_v2-2,2_squeezenet1_1-8
mps-uncap,0.8,135.85126399993896,6675.562381744385,9.193658828735352
mps-uncap,0.9,1739.8258447647095,9170.862913131714,8.772134780883789
mps-uncap,1.0,5041.64731502533,11161.407351493835,1948.1165409088135
mps-uncap,0.5,28.605937957763672,9.473562240600586,2.979159355163574
mps-uncap,0.6,36.14473342895508,41.5034294128418,3.2792091369628906
mps-uncap,0.7,52.06012725830078,3459.0022563934326,4.695773124694824
mps-uncap,0.1,23.220062255859375,9.342432022094727,3.9991140365600586
mps-uncap,0.2,22.465109825134277,6.8225860595703125,3.192305564880371
mps-uncap,0.3,22.453904151916504,5.460262298583984,2.893209457397461
mps-uncap,0.4,22.68528938293457,6.920576095581055,2.6082992553710938
