mode,load,0_densenet201-8,1_mobilenet_v2-2,2_squeezenet1_1-8
mps-uncap,0.8,475.77786445617676,13315.256834030151,51.856040954589844
mps-uncap,0.9,4024.305582046509,18750.0216960907,377.3841857910156
mps-uncap,1.0,9917.399883270264,22750.263214111328,3293.128490447998
mps-uncap,0.5,129.73427772521973,61.21373176574707,31.477928161621094
mps-uncap,0.6,181.10418319702148,243.64423751831055,29.295682907104492
mps-uncap,0.7,303.2543659210205,6685.189008712769,64.69869613647461
mps-uncap,0.1,65.66023826599121,33.530235290527344,14.478445053100586
mps-uncap,0.2,73.89044761657715,29.504776000976562,15.874147415161133
mps-uncap,0.3,95.60799598693848,28.550148010253906,19.331693649291992
mps-uncap,0.4,105.6661605834961,44.12484169006348,24.320602416992188
