mode,load,0_vgg19-32,1_inception_v3-16,2_squeezenet1_0-8
mps-uncap,1.0,29.291272163391113,56.919097900390625,24.420738220214844
mig,1.0,51.0333776473999,18.146729469299316,5.619049072265625
