mode,load,0_vgg19-32,1_inception_v3-16,2_squeezenet1_0-8
mps-uncap,1.0,1143.039290495409,286.94231713399114,556.8626134377083
mig,1.0,633.3760391226714,895.5673056091485,1463.0843000703824
