mode,load,0_vgg19-32,1_inception_v3-16,2_squeezenet1_0-8
mps-uncap,1.0,27.739882469177246,56.09130859375,14.685988426208496
mig,1.0,50.42839050292969,17.779827117919922,5.420684814453125
