mode,load,0_densenet161-16,1_efficientnet_b5-32,2_resnet18-4
mps-uncap,0.8,655.895471572876,590.2888774871826,69.74196434020996
mps-uncap,0.9,2214.1923904418945,1729.9854755401611,1147.8452682495117
mps-uncap,1.0,6437.766075134277,2559.807777404785,6371.4587688446045
mps-uncap,0.5,141.6022777557373,206.3579559326172,31.479835510253906
mps-uncap,0.6,288.8665199279785,274.7015953063965,52.11186408996582
mps-uncap,0.7,267.23241806030273,296.99134826660156,86.29107475280762
mps-uncap,0.1,62.5,111.79590225219727,18.258094787597656
mps-uncap,0.2,123.85129928588867,87.80026435852051,19.580841064453125
mps-uncap,0.3,104.38942909240723,134.7670555114746,22.078514099121094
mps-uncap,0.4,114.70818519592285,145.33042907714844,38.718223571777344
