mode,load,0_densenet161-16,1_efficientnet_b5-32,2_resnet18-4
mps-uncap,0.8,239.68518457034185,618.2966820620502,480.4615799326583
mps-uncap,0.9,279.01541837633613,702.7595391772824,545.8194830426607
mps-uncap,1.0,277.8607709442839,722.3713905841587,549.499454214905
mps-uncap,0.5,140.524377275058,359.4180490463101,301.16025519281885
mps-uncap,0.6,180.5951102309165,455.5618480100182,370.89420859685663
mps-uncap,0.7,214.88217177377203,540.7983988824368,417.4773741632504
mps-uncap,0.1,29.582064473529304,78.62770546700071,59.92411481326899
mps-uncap,0.2,59.94325774265522,143.97979118918488,124.63086490622996
mps-uncap,0.3,92.4741956587238,232.31113801586648,184.09669370344582
mps-uncap,0.4,118.61975165404886,317.6643215253164,243.16831520740828
