mode,load,0_densenet161-16,1_densenet201-4,2_vgg13-4
mps-uncap,0.8,328.15291421522176,84.98960147917705,738.1974194553616
mps-uncap,0.9,400.1834529839853,91.05464713867116,827.2074112628259
mps-uncap,1.0,408.07941353107094,102.41811913559667,911.5657913294216
mps-uncap,0.5,190.78183059442551,52.197130100114094,446.1779470809406
mps-uncap,0.6,255.52869981878712,60.15771520518489,551.5729137581765
mps-uncap,0.7,310.98331732334503,73.12545813025721,642.9900759583143
mps-uncap,0.1,46.1952314886157,9.609660813901577,92.6950045987952
mps-uncap,0.2,73.21868271882173,20.419396672417346,181.22154009350402
mps-uncap,0.3,125.21072208812843,30.48901767299796,274.0617846298614
mps-uncap,0.4,174.51240669319873,40.35941968674373,366.94762120827926
