mode,load,0_densenet161-16,1_densenet201-4,2_vgg13-4
mps-uncap,0.8,39.26408052444458,39.681892395019524,6.6660118103027335
mps-uncap,0.9,39.59033489227295,37.52685546875,6.929807662963866
mps-uncap,1.0,40.39418697357178,41.371512413024895,7.0764255523681605
mps-uncap,0.5,32.89938449859619,31.13215446472169,6.2658309936523375
mps-uncap,0.6,35.90983867645264,33.52996826171873,6.462764739990237
mps-uncap,0.7,37.93668746948242,35.317015647888184,6.525392532348634
mps-uncap,0.1,25.096490383148197,29.540748596191403,5.212907791137698
mps-uncap,0.2,26.560716629028317,32.249670028686516,5.618286132812502
mps-uncap,0.3,29.651618003845236,31.95967674255371,5.947895050048822
mps-uncap,0.4,31.587619781494137,30.23328542709351,6.269712448120115
