mode,load,0_densenet161-16,1_densenet201-4,2_vgg13-4
mps-uncap,0.8,115.70677757263184,91.29900932312022,16.317081451416016
mps-uncap,0.9,279.8161983489991,126.60615444183348,39.27578926086426
mps-uncap,1.0,978.2094955444336,968.0019617080688,276.419496536255
mps-uncap,0.5,40.209412574768066,33.07075500488281,6.380891799926758
mps-uncap,0.6,56.620979309082024,35.94174385070801,8.374643325805664
mps-uncap,0.7,79.40959930419922,50.83980560302739,10.530090332031254
mps-uncap,0.1,24.69024658203125,29.3123722076416,3.5549163818359375
mps-uncap,0.2,25.12373924255371,30.91726303100586,3.992795944213867
mps-uncap,0.3,32.10639953613281,32.07521438598632,4.755687713623047
mps-uncap,0.4,37.33775615692141,30.784463882446293,5.7518959045410165
