mode,load,0_alexnet-4,1_alexnet-4,2_alexnet-4,3_alexnet-4
mig,0.1,4.433631896972656,3.770112991333008,5.350828170776367,9.857892990112305
mig,0.2,12.58087158203125,12.661933898925781,15.938758850097656,5.547761917114258
mig,0.3,15.186548233032227,15.099525451660156,6.403207778930664,16.843318939208984
mig,0.4,10.20956039428711,15.888690948486328,10.286331176757812,12.153863906860352
mig,0.5,17.41814613342285,19.954919815063477,18.97144317626953,19.39988136291504
mig,0.6,15.552520751953125,15.840291976928711,10.692596435546875,11.22593879699707
mig,0.7,14.86968994140625,15.826702117919922,15.76852798461914,12.854576110839844
mig,0.8,8.234024047851562,6.26373291015625,6.282567977905273,12.59303092956543
mig,0.9,8.114814758300781,6.54292106628418,10.072946548461914,9.271621704101562
mig,1.0,14.597654342651367,9.524345397949219,14.536142349243164,13.587236404418945
