mode,load,0_alexnet-4,1_alexnet-4,2_alexnet-4,3_alexnet-4
mig,0.1,4.185199737548828,5.667686462402344,4.935503005981445,7.621526718139648
mig,0.2,7.86590576171875,9.28187370300293,13.789653778076172,10.659456253051758
mig,0.3,15.54560661315918,11.933088302612305,12.968778610229492,22.449254989624023
mig,0.4,22.388458251953125,19.818782806396484,20.75815200805664,28.37371826171875
mig,0.5,28.258562088012695,31.77809715270996,29.02054786682129,35.100698471069336
mig,0.6,53.089141845703125,35.94374656677246,43.13802719116211,66.72430038452148
mig,0.7,226.7911434173584,225.2802848815918,223.30713272094727,65.09041786193848
mig,0.8,1147.3844051361084,1133.1422328948975,1244.1246509552002,155.90977668762207
mig,0.9,425.55832862854004,389.75048065185547,312.0138645172119,691.5292739868164
mig,1.0,5298.272609710693,5252.583980560303,5259.811639785767,6397.887706756592
