mode,load,0_alexnet-4,1_alexnet-4,2_alexnet-4,3_alexnet-4
mig,0.1,2.025127410888672,2.059459686279297,2.0372867584228516,4.05430793762207
mig,0.2,2.097606658935547,2.089262008666992,2.0884275436401367,4.166126251220703
mig,0.3,2.330780029296875,2.31170654296875,2.3348331451416016,4.335522651672363
mig,0.4,2.7321577072143555,2.6841163635253906,2.666473388671875,4.619598388671875
mig,0.5,3.028988838195801,3.016233444213867,3.003835678100586,5.541205406188965
mig,0.6,3.443002700805664,3.40425968170166,3.622293472290039,6.992578506469727
mig,0.7,4.372954368591309,4.288196563720703,4.647374153137207,8.21375846862793
mig,0.8,8.337855339050293,9.068608283996582,8.079290390014648,15.701770782470703
mig,0.9,163.0711555480957,107.30218887329102,65.92154502868652,244.1798448562622
mig,1.0,2648.7226486206055,2555.3423166275024,2640.1987075805664,3197.55220413208
