mode,load,0_alexnet-4,1_alexnet-4,2_alexnet-4,3_alexnet-4
mig,0.1,2.6022267341613765,2.6081395149230953,2.643747329711914,4.6018600463867205
mig,0.2,2.7905464172363232,2.792572975158691,2.7778029441833496,4.729781150817871
mig,0.3,2.9349327087402344,2.9492235183715816,2.9626750946044913,4.837989807128906
mig,0.4,3.109517097473143,3.1154465675354004,3.0871582031250004,4.9248361587524405
mig,0.5,3.1601405143737793,3.2060718536376958,3.1742620468139666,4.954636096954346
mig,0.6,3.1290054321289062,3.1506466865539524,3.1630992889404297,4.86311912536621
mig,0.7,2.940220832824707,2.9421186447143555,2.954103946685793,4.714488983154297
mig,0.8,2.8174066543579097,2.847905158996581,2.826681137084961,4.45103645324707
mig,0.9,2.133207321166992,2.1270155906677277,2.1490859985351456,4.1413640975952095
mig,1.0,2.117424011230468,2.1710729598999023,2.1435427665710445,4.107069969177252
