mode,load,0_alexnet-4,1_alexnet-4,2_alexnet-4,3_alexnet-4
mig,0.1,255.2188239813701,256.05262693974015,251.6880773406236,126.764041653448
mig,0.2,515.9863932595928,504.8092408686104,511.23416131592336,240.23374802018552
mig,0.3,786.8575493185017,762.19906273888,761.6094824655204,353.29939947862346
mig,0.4,1003.1720371424992,1019.8259813107414,1021.219864551792,465.03330947534766
mig,0.5,1276.2486904268872,1252.7439193943972,1278.2754554934877,596.3297444979656
mig,0.6,1506.8316189180828,1484.0737432504989,1523.7046613843918,721.5770462783865
mig,0.7,1777.984125760187,1761.185242359865,1781.3944595537077,818.084432106598
mig,0.8,2012.4844514641559,2029.1621362432843,1980.4337871776604,941.3569020383311
mig,0.9,2282.46134867254,2262.7057012472933,2245.9280632040554,1060.582884818825
mig,1.0,2293.3062151432027,2280.107562859958,2284.5598585876987,1066.378593603978
