mode,load,0_alexnet-4,1_alexnet-4,2_alexnet-4,3_alexnet-4
mig,0.1,1.886606216430664,1.8765926361083984,1.8913745880126953,3.7348270416259766
mig,0.2,1.8837451934814453,1.8987655639648438,1.8689632415771484,3.7555694580078125
mig,0.3,1.7077922821044922,1.7056465148925781,1.7211437225341797,3.7200450897216797
mig,0.4,1.6353130340576172,1.638650894165039,1.6388893127441406,3.6439895629882812
mig,0.5,1.6245841979980469,1.6367435455322266,1.634836196899414,3.657102584838867
mig,0.6,1.6696453094482422,1.6722679138183594,1.682281494140625,3.6797523498535156
mig,0.7,1.6715526580810547,1.6770362854003906,1.6751289367675781,3.679513931274414
mig,0.8,1.6696453094482422,1.6765594482421875,1.6765594482421875,3.6802291870117188
mig,0.9,1.6770362854003906,1.6832351684570312,1.678466796875,3.6885738372802734
mig,1.0,1.682281494140625,1.7058849334716797,1.6977787017822266,3.7097930908203125
