mode,load,0_alexnet-4,1_alexnet-4,2_alexnet-4,3_alexnet-4
mig,0.1,1.9878149032592773,2.0232200622558594,2.000093460083008,4.008769989013672
mig,0.2,2.006053924560547,2.000570297241211,2.007007598876953,4.074573516845703
mig,0.3,2.014636993408203,2.0122528076171875,2.0170211791992188,4.072308540344238
mig,0.4,2.0647048950195312,2.026796340942383,2.0143985748291016,4.102468490600586
mig,0.5,1.9626617431640625,1.9564628601074219,1.9845962524414062,4.033207893371582
mig,0.6,1.7223358154296875,1.7325878143310547,1.7368793487548828,3.741025924682617
mig,0.7,1.6951560974121094,1.705169677734375,1.6973018646240234,3.707408905029297
mig,0.8,1.692652702331543,1.6984939575195312,1.7018318176269531,3.7043094635009766
mig,0.9,1.7018318176269531,1.7118453979492188,1.7120838165283203,3.7124156951904297
mig,1.0,1.6987323760986328,1.7092227935791016,1.703023910522461,3.7102699279785156
