mode,load,0_alexnet-4,1_alexnet-4,2_alexnet-4,3_alexnet-4
mig,0.1,2.2507667541503906,2.26285457611084,2.240133285522461,4.29844856262207
mig,0.2,2.3539066314697266,2.3514747619628906,2.3541212081909184,4.401683807373047
mig,0.3,2.425670623779297,2.432584762573242,2.4281978607177734,4.4480085372924805
mig,0.4,2.569913864135742,2.5565624237060547,2.558469772338867,4.485225677490234
mig,0.5,2.5501251220703125,2.570724487304688,2.5622129440307617,4.480600357055664
mig,0.6,2.463102340698242,2.489233016967773,2.4852752685546875,4.430294036865234
mig,0.7,2.2878646850585938,2.3174285888671875,2.3119449615478516,4.271268844604492
mig,0.8,1.9576549530029297,1.9588232040405278,1.970529556274414,4.043340682983398
mig,0.9,1.8315792083740237,1.8400907516479497,1.8436908721923828,3.8077831268310547
mig,1.0,1.806497573852539,1.8150806427001953,1.819610595703125,3.8039684295654297
