mode,load,0_vgg11-2,1_vgg11-2,2_vgg11-2,3_vgg11-2
mig,0.1,4.221439361572266,4.228830337524414,4.243731498718262,8.861780166625977
mig,0.2,4.1942596435546875,4.203081130981445,4.202604293823242,8.83340835571289
mig,0.3,4.177570343017578,4.20069694519043,4.196405410766602,8.807539939880371
mig,0.4,4.143476486206055,4.1599273681640625,4.158496856689453,8.726119995117188
mig,0.5,4.0988922119140625,4.110813140869141,4.121065139770508,8.691072463989258
mig,0.6,4.062414169311523,4.085540771484375,4.070043563842773,8.674860000610352
mig,0.7,4.045248031616211,4.068613052368164,4.062533378601074,8.673667907714844
mig,0.8,4.050254821777344,4.075288772583008,4.073858261108398,8.680105209350586
mig,0.9,4.076719284057617,4.097938537597656,4.10151481628418,8.720159530639648
mig,1.0,4.115104675292969,4.129886627197266,4.134654998779297,8.780479431152344
