mode,load,0_vgg19-4,1_squeezenet1_0-8,2_squeezenet1_1-16
mps-uncap,1.0,8.22255373001098,6.216526031494141,7.228183746337891
mig,1.0,8.961677551269531,6.523785591125488,7.974145412445069
