mode,load,0_vgg19-4,1_squeezenet1_0-8,2_squeezenet1_1-16
mps-uncap,1.0,8.22255373001098,6.216764450073242,7.228422164916992
mig,1.0,8.961677551269531,6.523847579956055,7.974145412445069
