mode,load,0_vgg19-4,1_squeezenet1_0-8,2_squeezenet1_1-16
mps-uncap,1.0,0.0019073486328125,0.006198883056640625,0.0021457672119140625
mig,1.0,0.0045299530029296875,0.0007152557373046875,0.000476837158203125
