mode,load,0_vgg19-4,1_squeezenet1_0-8,2_squeezenet1_1-16
mps-uncap,1.0,7.1125030517578125,5.17427921295166,6.467103958129883
mig,1.0,8.30984115600586,5.344152450561523,6.256103515625
