mode,load,0_vgg19-4,1_squeezenet1_0-8,2_squeezenet1_1-16
mps-uncap,1.0,7.112264633178711,5.174160003662109,6.466865539550781
mig,1.0,8.309602737426758,5.343914031982422,6.255865097045898
