mode,load,0_vgg19-4,1_squeezenet1_0-8,2_squeezenet1_1-16
mps-uncap,1.0,7.645606994628906,5.823850631713867,6.869077682495117
mig,1.0,8.47768783569336,5.69758415222168,6.685495376586914
