mode,load,0_vgg19-4,1_squeezenet1_0-8,2_squeezenet1_1-16
mps-uncap,1.0,5.324363708496094,2.7878284454345703,4.199981689453125
mig,1.0,7.945775985717773,5.113124847412109,5.888938903808594
