mode,load,0_vgg19-4,1_squeezenet1_0-8,2_squeezenet1_1-16
mps-uncap,1.0,18.287181854248047,16.85333251953125,17.76909828186035
mig,1.0,21.164417266845703,19.205570220947266,21.551132202148438
