mode,load,0_vgg19-4,1_squeezenet1_0-8,2_squeezenet1_1-16
mps-uncap,1.0,7.645773887634277,5.823850631713867,6.869316101074219
mig,1.0,8.477926254272461,5.697822570800781,6.685495376586914
