mode,load,0_efficientnet_b5-8,1_resnet50-2,2_squeezenet1_1-8
mps-uncap,0.8,430.44036115190875,301.2134908463147,2412.353152081936
mps-uncap,0.9,483.3748942668389,339.8527984772793,2657.89782581471
mps-uncap,1.0,528.7205459975117,375.7622301373003,3058.1554951786848
mps-uncap,0.5,276.8882398400681,188.81194302309186,1508.3710739043493
mps-uncap,0.6,320.624528027619,229.4862280315467,1877.7042710764897
mps-uncap,0.7,389.30309427634427,269.0112220665756,2125.8374053320667
mps-uncap,0.1,52.66443094386188,36.795155673945466,300.15779864541565
mps-uncap,0.2,107.14617449513118,75.29673338133382,610.8173868053229
mps-uncap,0.3,151.5219390844195,114.1800301846651,929.1806463878767
mps-uncap,0.4,212.492893579144,153.01594112612736,1216.7705639115125
