mode,load,0_densenet169-32,1_squeezenet1_0-2,2_squeezenet1_0-2
mps-uncap,0.8,228.05213928222656,38.60974311828613,22.058725357055664
mps-uncap,0.9,334.4113826751709,43.977975845336914,49.981117248535156
mps-uncap,1.0,1505.488395690918,1807.1320056915283,60.20617485046387
mps-uncap,0.5,92.53573417663574,17.331361770629883,15.42520523071289
mps-uncap,0.6,107.27262496948242,18.430709838867188,16.347169876098633
mps-uncap,0.7,173.04086685180664,27.328968048095703,25.094032287597656
mps-uncap,0.1,23.4372615814209,4.958152770996094,4.994630813598633
mps-uncap,0.2,43.23840141296387,12.417078018188477,6.7691802978515625
mps-uncap,0.3,78.3224105834961,9.810686111450195,11.540412902832031
mps-uncap,0.4,72.6315975189209,14.008045196533203,16.467809677124023
