mode,load,0_densenet169-32,1_squeezenet1_0-2,2_squeezenet1_0-2
mps-uncap,0.8,45.461177825927734,4.289388656616211,3.1168460845947266
mps-uncap,0.9,58.5024356842041,5.568265914916992,5.782604217529297
mps-uncap,1.0,276.76892280578613,274.93834495544434,9.089946746826172
mps-uncap,0.5,24.36363697052002,2.7153491973876953,2.772092819213867
mps-uncap,0.6,26.090502738952637,2.7818679809570312,2.849578857421875
mps-uncap,0.7,38.709402084350586,2.9708147048950195,3.001689910888672
mps-uncap,0.1,21.678447723388672,2.542257308959961,2.5500059127807617
mps-uncap,0.2,21.85511589050293,2.5551319122314453,2.6307106018066406
mps-uncap,0.3,22.57096767425537,2.540111541748047,2.542734146118164
mps-uncap,0.4,23.395538330078125,2.673625946044922,2.5780200958251953
