mode,load,0_densenet169-32,1_squeezenet1_0-2,2_squeezenet1_0-2
mps-uncap,0.8,21.53182029724121,0.9856224060058594,0.9829998016357422
mps-uncap,0.9,21.98338508605957,0.9827613830566406,0.9832382202148438
mps-uncap,1.0,23.798704147338867,0.9944438934326172,1.0020732879638672
mps-uncap,0.5,20.563840866088867,1.0004043579101562,1.0018348693847656
mps-uncap,0.6,20.579814910888672,0.9894371032714844,0.9770393371582031
mps-uncap,0.7,20.937442779541016,0.9856224060058594,1.0018348693847656
mps-uncap,0.1,20.454883575439453,0.9975433349609375,0.9851455688476562
mps-uncap,0.2,20.499229431152344,1.0097026824951172,1.0366439819335938
mps-uncap,0.3,20.582914352416992,0.9920597076416016,0.9968280792236328
mps-uncap,0.4,20.48015594482422,0.9987354278564453,0.9770393371582031
