mode,load,0_densenet169-32,1_squeezenet1_0-2,2_squeezenet1_0-2
mps-uncap,0.8,0.012636184692382812,0.00762939453125,0.00762939453125
mps-uncap,0.9,0.012874603271484375,0.00762939453125,0.007867813110351562
mps-uncap,1.0,0.014066696166992188,0.009298324584960938,0.007867813110351562
mps-uncap,0.5,0.012636184692382812,0.009059906005859375,0.008821487426757812
mps-uncap,0.6,0.012874603271484375,0.00858306884765625,0.0095367431640625
mps-uncap,0.7,0.012636184692382812,0.007867813110351562,0.00762939453125
mps-uncap,0.1,0.013589859008789062,0.009059906005859375,0.008821487426757812
mps-uncap,0.2,0.019788742065429688,0.0095367431640625,0.010013580322265625
mps-uncap,0.3,0.01239776611328125,0.008344650268554688,0.008344650268554688
mps-uncap,0.4,0.011444091796875,0.009775161743164062,0.009775161743164062
