mode,load,0_densenet169-32,1_squeezenet1_0-2,2_squeezenet1_0-2
mps-uncap,0.8,26.229429244995117,2.826690673828125,2.6766777038574223
mps-uncap,0.9,26.637649536132812,2.6519298553466797,2.9126167297363286
mps-uncap,1.0,26.773834228515625,2.9613494873046875,2.7476310729980473
mps-uncap,0.5,24.33598041534424,2.806234359741212,2.9900312423706055
mps-uncap,0.6,25.1314640045166,2.8486251831054688,2.7925968170166016
mps-uncap,0.7,25.193214416503906,2.8409719467163086,2.9411315917968754
mps-uncap,0.1,23.96869659423828,2.7451038360595708,2.7829885482788086
mps-uncap,0.2,23.459196090698242,2.7479171752929683,2.815866470336914
mps-uncap,0.3,23.186445236206055,2.6769638061523438,2.728748321533203
mps-uncap,0.4,23.81730079650879,2.8422832489013676,2.774381637573242
