mode,load,0_densenet169-32,1_squeezenet1_0-2,2_squeezenet1_0-2
mps-uncap,0.8,26.738872528076172,6.960153579711914,6.71569347381592
mps-uncap,0.9,26.98965072631836,6.755590438842773,7.045316696166992
mps-uncap,1.0,27.03721046447754,7.1420955657958975,6.836466789245606
mps-uncap,0.5,25.364446640014652,6.4023923873901385,6.5482234954833975
mps-uncap,0.6,26.096761226654053,6.7748546600341815,6.56498908996582
mps-uncap,0.7,25.853490829467777,6.853814125061036,6.822447776794434
mps-uncap,0.1,25.241518020629883,4.560298919677757,4.926128387451172
mps-uncap,0.2,24.947166442871094,5.6318283081054545,5.8464717864990225
mps-uncap,0.3,24.22190189361572,5.853309631347659,6.077213287353512
mps-uncap,0.4,24.735298156738274,6.440863609313965,6.246500015258793
