mode,load,0_densenet169-32,1_squeezenet1_0-2,2_squeezenet1_0-2
mps-uncap,0.8,20.565032958984375,1.6634464263916016,0.8270740509033203
mps-uncap,0.9,32.744646072387695,3.09598445892334,3.0698776245117188
mps-uncap,1.0,250.27382373809814,272.4578380584717,6.6661834716796875
mps-uncap,0.5,0.05996227264404297,0.04291534423828125,0.04410743713378906
mps-uncap,0.6,1.959681510925293,0.3483295440673828,0.2636909484863281
mps-uncap,0.7,14.864921569824219,0.7894039154052734,0.6556510925292969
mps-uncap,0.1,0.058650970458984375,0.04291534423828125,0.04291534423828125
mps-uncap,0.2,0.059604644775390625,0.04100799560546875,0.041961669921875
mps-uncap,0.3,0.057697296142578125,0.0400543212890625,0.040531158447265625
mps-uncap,0.4,0.05984306335449219,0.041961669921875,0.041484832763671875
