mode,load,0_densenet169-32,1_squeezenet1_0-2,2_squeezenet1_0-2
mps-uncap,0.8,181.5886306762695,26.122856140136744,14.241404533386238
mps-uncap,0.9,259.8316383361816,27.410719394683834,33.6149787902832
mps-uncap,1.0,1486.1539053916931,1781.852216720581,39.31844711303715
mps-uncap,0.5,88.73105049133326,11.120300292968754,10.939433574676501
mps-uncap,0.6,105.37534952163696,12.55204200744631,11.671819686889648
mps-uncap,0.7,156.73389434814464,15.498702526092558,13.738193511962887
mps-uncap,0.1,43.32773685455323,5.492248535156263,5.396077632904047
mps-uncap,0.2,50.062060356140115,6.841020584106441,6.945834159851072
mps-uncap,0.3,59.111533164977786,8.144769668579105,8.02685260772705
mps-uncap,0.4,79.15060043334947,10.357975959777825,9.249753952026367
