mode,load,0_densenet169-32,1_squeezenet1_0-2,2_squeezenet1_0-2
mps-uncap,0.8,156.49793624877927,23.657071590423648,11.780385971069338
mps-uncap,0.9,233.94043922424316,25.01410722732543,31.040906906127933
mps-uncap,1.0,1460.209946632385,1779.07506942749,37.03320026397712
mps-uncap,0.5,65.5549407005311,8.619041442871108,8.433430194854733
mps-uncap,0.6,82.41671323776245,10.045976638793956,9.420337677001955
mps-uncap,0.7,131.53586387634286,13.06334257125856,11.36493682861324
mps-uncap,0.1,20.909380912780765,2.3884916305541997,2.2688674926757804
mps-uncap,0.2,27.928495407104464,4.029846191406231,4.137735366821289
mps-uncap,0.3,36.338167190551516,5.472295284271242,5.208418369293202
mps-uncap,0.4,55.880193710327035,7.7924871444702,6.682615280151373
