mode,load,0_densenet169-32,1_squeezenet1_0-2,2_squeezenet1_0-2
mps-uncap,0.8,81.36801719665527,10.089278221130371,6.124019622802734
mps-uncap,0.9,115.80305099487303,12.692332267761234,14.24527168273926
mps-uncap,1.0,1058.5553646087646,1276.592969894409,19.925403594970707
mps-uncap,0.5,28.93519401550293,3.9623260498046875,3.748321533203129
mps-uncap,0.6,38.75398635864258,4.99424934387207,4.569768905639647
mps-uncap,0.7,63.80105018615723,6.735086441040039,5.7312965393066415
mps-uncap,0.1,0.06723403930664062,0.06365776062011719,0.06389617919921875
mps-uncap,0.2,9.507536888122559,1.2477397918701172,1.3218164443969733
mps-uncap,0.3,15.996694564819336,2.1373271942138676,2.039027214050293
mps-uncap,0.4,21.985435485839844,3.1915664672851567,2.5464057922363286
