mode,load,0_densenet169-32,1_squeezenet1_0-2,2_squeezenet1_0-2
mps-uncap,0.8,106.1750888824463,12.398362159729004,8.379030227661135
mps-uncap,0.9,141.49465560913083,14.986586570739746,16.870307922363285
mps-uncap,1.0,1084.803056716919,1278.9026260375972,22.287178039550785
mps-uncap,0.5,51.64170265197754,6.6337108612060565,6.6216230392456055
mps-uncap,0.6,62.83104419708252,7.514810562133789,7.0964813232421875
mps-uncap,0.7,87.98742294311523,9.095907211303711,8.21666717529297
mps-uncap,0.1,25.17414093017578,2.955484390258789,2.9445886611938477
mps-uncap,0.2,30.876755714416504,4.1165828704833975,4.202103614807129
mps-uncap,0.3,38.182640075683594,4.776453971862793,4.718661308288575
mps-uncap,0.4,45.11451721191406,6.0555219650268555,5.538177490234376
