mode,load,0_densenet169-32,1_squeezenet1_0-2,2_squeezenet1_0-2
mps-uncap,0.8,251.23858451843262,40.29130935668945,23.735761642456055
mps-uncap,0.9,359.04717445373535,46.17762565612793,51.66292190551758
mps-uncap,1.0,1531.766414642334,1809.1201782226562,62.402963638305664
mps-uncap,0.5,115.80801010131836,18.97573471069336,17.632246017456055
mps-uncap,0.6,130.9337615966797,20.705461502075195,18.714427947998047
mps-uncap,0.7,196.05565071105957,29.581785202026367,28.107643127441406
mps-uncap,0.1,44.144630432128906,7.159233093261719,7.073402404785156
mps-uncap,0.2,64.26596641540527,15.021324157714844,9.06062126159668
mps-uncap,0.3,100.75759887695312,12.070655822753906,13.992786407470703
mps-uncap,0.4,94.69008445739746,16.083955764770508,19.084930419921875
