mode,load,0_resnet101-32,1_efficientnet_b6-16,2_resnet152-8
mps-uncap,1.0,32.697439193725586,33.77485275268555,33.36477279663086
mig,1.0,40.825843811035156,70.83010673522949,25.998353958129883
