mode,load,0_resnet101-32,1_efficientnet_b6-16,2_resnet152-8
mps-uncap,1.0,38.3915901184082,54.48305606842041,42.473793029785156
mig,1.0,41.454195976257324,71.52771949768066,26.780247688293457
