mode,load,0_resnet101-32,1_efficientnet_b6-16,2_resnet152-8
mps-uncap,1.0,39.83478546142578,57.17015266418457,44.341278076171875
mig,1.0,41.983699798583984,72.1308708190918,27.066946029663086
