mode,load,0_resnet101-32,1_efficientnet_b6-16,2_resnet152-8
mps-uncap,1.0,38.3913516998291,54.48281764984131,42.473554611206055
mig,1.0,41.45407676696777,71.52748107910156,26.780128479003906
