mode,load,0_resnet101-32,1_efficientnet_b6-16,2_resnet152-8
mps-uncap,1.0,0.000476837158203125,0.00286102294921875,0.0021457672119140625
mig,1.0,0.000476837158203125,0.0035762786865234375,0.000476837158203125
