mode,load,0_resnet101-32,1_efficientnet_b6-16,2_resnet152-8
mps-uncap,1.0,40.610713958740234,58.63335371017456,47.08191871643066
mig,1.0,43.64328384399414,73.0470323562622,27.903099060058594
