mode,load,0_resnet101-32,1_efficientnet_b6-16,2_resnet152-8
mps-uncap,1.0,40.61094284057617,58.63335371017456,47.08191871643066
mig,1.0,43.643290996551514,73.04727077484131,27.903337478637695
